elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
2.69166,-1.47831,-0.376443,-0.186734,4.99314,-1.5573,-0.138465,-0.162385,1.29399,0.254866,0.0828443,0.944627,0.189367
0.850653,2.9407,4.43804,-3.95164,6.02818,-1.49527,-0.398302,-0.0189194,-0.343055,0.649767,-0.205624,0.578669,0.447956
-1.90443,-1.48122,4.31652,5.79131,3.44569,1.09501,0.240116,0.500573,0.72725,-0.0703949,0.776049,-0.129698,0.613164
-1.12385,0.0801499,-5.47151,-0.494975,5.88041,4.24893,0.634603,-0.67303,-0.406025,0.709353,0.269389,-0.584095,0.288238
-1.95747,5.95399,-5.35997,-1.24564,0.683408,-4.96445,-0.201741,-1.19693,0.00821591,-0.637567,-0.533838,-0.0485631,0.553323
-1.90034,0.399341,1.73138,5.97528,-2.53096,5.41884,0.0221577,-0.17829,-0.447192,0.542626,0.69512,0.228574,0.412455
-0.755759,-2.25088,-3.4402,5.43032,-4.2133,-2.97218,0.240357,-0.0638689,0.248682,-0.230587,0.748339,0.621945,-0.00153213
2.37298,6.12171,-2.32533,5.51284,0.0127003,3.00716,-0.299907,-0.114365,0.746156,-0.619074,0.340611,-0.177125,0.685098
0.0214349,-2.01471,-1.4837,-3.23514,3.64382,-3.43236,-0.798391,0.0548932,0.402051,0.102536,0.620253,0.748677,0.210369
2.32213,0.971393,0.92488,6.08472,-5.52175,-5.62986,-0.212005,-0.151748,-0.931317,0.262254,0.298366,0.917498,-0.0199817
-1.3221,4.59037,-3.28236,-5.61145,-1.1816,5.89444,0.213332,0.0471489,0.383516,0.028048,0.96108,0.129856,-0.242232
-2.58084,-3.69396,-1.49486,0.123767,3.2779,3.70263,0.35082,0.151021,-0.675221,0.748985,-0.052763,0.364026,0.551111
-1.67491,-1.65684,6.08513,2.14612,1.86523,-3.91614,0.15416,0.125083,1.19295,0.357687,0.48443,0.778188,-0.178358
2.89546,3.44667,0.402677,-4.32119,-5.02479,3.38246,0.788177,-0.414505,0.679975,0.539951,0.651705,0.379732,0.373547
2.64451,-5.76671,1.85568,-2.94244,-2.31084,-4.8998,-0.146204,-0.0293959,-0.666857,0.148839,-0.527749,0.0452253,0.835035
0.153263,4.8989,-1.55771,3.56911,-1.61302,3.14465,-0.629877,0.073938,0.867388,0.571322,0.683182,0.35679,0.282054
-0.788305,1.60341,3.69688,0.051331,1.28645,-4.00301,0.470967,-0.180334,0.062198,-0.00741142,0.940802,0.113215,-0.319403
-0.304142,-1.49795,-0.140605,-0.861276,-3.81148,-4.47707,0.0435575,0.0730976,1.50134,-0.167238,0.81109,0.2677,0.492444
1.98292,0.141634,-5.92402,-2.11951,-3.55296,4.10318,-0.552535,1.09584,-0.127916,0.638404,0.540501,-0.521655,-0.167852
-2.19655,1.08083,-6.07053,0.312854,1.7364,-4.00059,-0.0624021,-0.350886,-1.02025,0.0489613,-0.0689517,0.989477,-0.117401
-2.08989,2.02412,-0.431872,-5.53308,3.67672,-1.68132,0.225421,0.245585,-0.815365,0.801979,0.199001,0.525041,0.203863
0.0932771,2.41395,3.12151,-0.924635,1.77358,-4.45674,0.0548729,0.156469,0.287551,-0.177523,0.977608,0.0966585,0.0585308
2.17811,2.15314,-3.41212,-4.4414,3.75698,-0.796457,0.0970767,-0.278097,0.149941,0.798972,0.143177,-0.580966,-0.0601899
1.1376,-3.84423,-3.70573,-1.8474,3.11465,1.01006,-0.17671,-0.244761,0.449984,-0.612408,0.354013,0.705398,-0.045212
-0.96185,6.19585,-1.66935,0.590641,-1.68876,1.08152,0.45725,-0.37522,0.64226,0.188431,-0.0899422,0.953489,0.2174
1.16771,5.45416,5.1479,-4.44646,0.917615,5.52833,-0.106943,0.373748,1.05319,0.211678,0.711135,-0.57388,0.346614
1.11948,1.74398,-2.26929,-2.19784,-4.50609,-0.17233,0.0101705,0.365536,0.0196498,0.202502,0.811081,0.548668,-0.0101528
-0.729816,3.39722,4.34787,4.35524,-3.96619,1.93042,-0.23503,0.33776,-0.301156,0.333883,0.743976,0.518574,-0.257105
2.01316,-3.42658,1.52322,-0.393328,-1.77366,-4.40644,0.124603,-0.615026,0.542849,0.227963,0.285918,-0.638389,0.677307
2.96408,2.93485,5.98784,4.28061,-2.15893,-1.00024,1.21092,-0.32848,-0.258816,0.812694,0.294835,-0.495608,0.0835111
-1.02385,5.63998,1.42825,4.48707,-4.11645,1.8956,0.637567,-0.838,0.162279,0.390814,0.835421,0.385268,-0.0300834
0.719034,-3.97453,-2.34732,-3.65056,-5.72008,1.47259,-0.146936,0.233804,-0.18062,0.26991,0.536821,0.0865219,0.794661
1.50324,-3.01218,-4.34907,-3.1267,-0.151356,-2.53705,-0.317965,-0.412884,0.836948,-0.352537,0.66453,-0.38781,0.532655
-1.27698,5.99956,0.5023,1.6523,0.935672,-5.90931,0.523613,-0.890444,0.173984,0.235374,-0.245149,-0.0842425,0.936699
-0.150575,-1.11752,-3.44533,-5.83753,5.14825,-4.47185,0.17504,0.199355,0.321038,0.929634,0.105307,-0.321,0.147138
-0.694304,-5.56997,-2.98405,-3.59745,0.0397467,-2.84041,0.225192,0.190656,0.105411,0.701401,-0.00522426,-0.471705,0.534325
0.352916,0.831776,-2.14867,-1.15078,3.38797,2.11035,0.591877,0.283144,0.35697,-0.547558,0.352249,0.682727,0.33164
0.595355,-1.76756,3.36482,-4.53576,-3.18692,1.84423,-0.128332,-0.0172099,0.32868,0.631805,-0.324641,-0.601828,-0.365011
2.83847,-0.490413,-3.04414,1.68196,0.15341,5.27202,-0.203444,-0.239523,0.300851,-0.00549207,0.757206,0.62994,0.172583
1.55985,5.2226,0.408494,1.33445,2.53743,-3.87805,-0.0702423,0.730117,0.927442,0.201078,-0.529572,0.0969921,0.81836
1.89438,-0.118568,0.636168,6.11203,-3.92995,0.730741,-0.450367,1.05361,-0.17042,-0.00244856,-0.616106,0.696642,0.367556
1.09276,-1.53189,-0.298702,2.45768,0.112715,-5.7688,-0.341504,-0.0288237,1.24057,0.599424,-0.328162,0.728354,0.0500072
-2.21806,4.38896,1.25653,2.5545,4.35556,-3.34399,-0.00739172,-0.231067,1.24529,0.870669,-0.427403,0.207887,-0.126671
1.94318,-4.45322,6.16889,-0.902799,2.10119,-1.84125,-0.0136222,-0.281727,-1.1325,0.419997,0.1018,-0.487938,0.75839
-3.05315,-0.296843,-4.70119,-3.28594,-0.114726,-3.02031,-0.832479,-0.36489,-0.150641,-0.53282,-0.405063,-0.425371,0.609169
1.45044,3.04189,3.90609,-0.63172,-2.62284,1.10344,-0.0990057,-0.21118,-0.350745,-0.383178,-0.601142,-0.0500288,0.699499
-0.98994,-3.5634,-0.329236,-1.38919,-1.79196,-0.280484,-0.500821,1.03376,-0.429017,-0.17337,0.938504,-0.209459,0.21279
-1.75178,0.861619,2.40177,-1.13632,-0.886965,-1.9603,0.283767,0.174162,-0.0748275,0.750794,0.51522,-0.0875831,-0.403963
-3.11216,5.58483,0.0842385,-1.10845,0.124135,4.38161,-1.04369,-0.320652,0.936371,0.161804,0.731448,0.639126,-0.17413
-0.725351,-1.2518,-0.978329,4.74183,0.0810665,-4.97881,0.0158514,0.373933,1.30553,0.690013,0.00560515,-0.448271,0.568246
-2.60373,2.71103,-3.55058,-2.73296,-2.49582,0.926216,0.180172,0.013079,0.488593,0.280603,0.739563,-0.0427519,0.610312
2.81918,2.36598,5.3293,-0.135714,-0.510118,4.83781,0.366288,-0.413212,-0.792971,-0.841874,0.157743,0.0122669,0.51596
2.94116,3.40657,-2.30943,4.47391,-3.22948,0.548611,0.228096,-0.105575,-0.251505,-0.387767,0.615074,-0.526708,-0.44034
-0.142677,3.77662,1.14526,1.61374,5.68369,4.46474,-0.424802,0.334176,1.00358,0.416035,0.630378,-0.340068,0.560262
2.71434,-3.16115,0.147431,-5.51977,-4.0465,-5.79849,0.998678,-0.566944,0.388217,0.722681,-0.532527,-0.198333,0.393461
2.61167,-2.5869,-5.45338,4.12894,-0.209851,-4.48152,0.452016,-0.598744,1.16802,-0.135951,0.744315,0.425425,0.496514
0.644506,-3.70008,3.98637,3.65393,-2.61136,-5.64305,0.0802172,0.152363,-0.263984,-0.257731,0.502413,0.699795,-0.437541
-0.911104,-5.65908,0.65616,0.0219361,-3.02386,0.557225,0.378167,-0.392272,-0.743551,-0.496395,0.556969,-0.0662377,0.662563
-1.00221,5.15433,-1.9217,-2.04494,-5.65451,-0.248789,0.0147522,0.475419,0.678121,-0.096549,-0.466858,0.426933,0.768407
-1.29055,4.12311,-2.64523,0.623301,4.59673,4.45349,0.062518,0.363789,0.281473,0.684762,0.677882,0.177586,-0.2001
-2.12698,2.00391,5.15549,-3.28406,1.57277,3.95231,0.0936541,-0.178769,-0.647501,-0.116364,0.906248,-0.315703,-0.25594
-0.244496,-3.94129,0.545012,-6.06699,1.74184,2.3556,-1.02944,0.415874,-0.287344,-0.243689,0.649354,-0.301838,0.654101
0.919717,-5.33783,-2.06501,-0.154138,-5.51085,4.90498,0.247366,0.749771,0.241041,0.74353,0.529899,0.00929505,0.40778
0.734286,-2.20222,-3.03877,5.93898,-6.19575,-5.35715,-0.300383,0.119871,0.0833605,0.625552,-0.283946,0.645409,0.333926
-3.12695,4.2603,5.07029,5.6488,3.22278,3.82371,0.910171,-0.0446589,0.773806,0.490657,-0.535026,0.540402,0.425405
-0.0521201,2.23582,-2.37823,4.23575,-0.987642,-2.6449,0.353693,0.220202,-0.23001,0.0757885,-0.39286,0.522518,0.752922
1.54129,-3.01097,-4.87807,4.61326,0.454526,-0.646534,-0.299228,-0.685722,0.943634,0.56131,0.394418,0.714337,0.13816
3.03165,-4.82236,5.0179,0.349936,-4.16256,5.48857,-0.659167,-0.04117,-0.693364,0.0691957,0.523481,-0.479862,0.700651
-1.83531,2.10007,2.22384,-3.60967,-3.62021,0.551557,0.215636,0.525704,0.0550764,-0.418829,0.416823,-0.50645,0.627973
-2.83438,2.65728,4.54772,-3.79404,-3.7004,-2.61298,0.236745,-0.00391923,-0.427954,-0.0239591,0.754965,-0.632117,-0.172863
0.515718,4.47544,1.74608,0.218405,1.78371,4.71672,0.379023,0.386741,0.67534,-0.644958,-0.0879954,0.748869,-0.124425
2.37046,3.71906,-4.14581,3.30689,-2.78865,4.00002,-0.0558221,-0.0360874,0.877937,-0.244436,0.696365,-0.485914,-0.468203
1.29607,2.38117,-0.0987233,2.25019,2.84047,4.21627,-0.251866,-0.661957,-0.618978,0.717895,0.361295,-0.416091,-0.425394
2.32657,4.20933,-0.398909,-0.233721,-4.05749,-4.1726,0.457901,-0.636279,1.21954,0.81445,0.0618322,-0.566751,-0.107893
1.29077,1.77809,4.50042,0.395963,-0.777865,4.76205,-0.157581,0.382583,-0.495807,-0.307874,0.734186,0.0372188,0.603986
-2.83524,-4.50659,-4.00567,-3.43641,-3.04522,-4.29964,0.545176,0.111467,-0.0581539,0.520113,-0.507294,0.578427,0.370888
-1.62463,-6.21593,-3.84172,-0.434123,-5.52534,-5.82226,0.25806,-0.0207378,-0.210826,0.30161,-0.328713,-0.321727,0.835147
-1.58862,-1.38244,-3.80685,-2.76529,-5.2398,-4.94576,0.224107,-0.490283,0.387024,0.769869,0.580666,-0.233245,-0.125398
-2.82242,-1.71951,0.433675,0.146467,0.188653,3.60241,-0.0878494,-0.333016,1.30487,0.164029,0.747175,0.578371,-0.283393
-2.75606,3.85465,-5.38374,4.9897,2.32513,4.70119,0.482698,0.0940906,1.29299,-0.352186,0.700175,-0.399953,-0.47514
2.11441,1.88079,6.12895,-5.15454,-5.15397,-6.13271,0.0206496,-0.467167,-0.882226,-0.0338565,0.609224,0.791913,-0.0239511
-2.38494,-1.85317,-2.56862,-3.83693,0.657118,1.26529,0.366395,-0.0204943,0.334185,0.876695,0.11022,-0.374383,-0.281238
-2.63028,5.12736,-2.6677,6.00425,1.55502,-3.95302,0.401555,0.0235081,0.35428,-0.246125,-0.172126,0.946209,0.12035
2.03588,2.37008,0.788339,1.77469,1.74879,6.13414,0.252374,-0.84522,-0.151181,-0.146122,0.979189,-0.131272,-0.0510479
2.22243,-3.91662,4.12037,4.75356,5.71538,-3.50938,-0.351892,0.0121626,-0.453547,0.45719,0.173527,0.788324,-0.373377
1.36638,5.35148,5.72956,-3.13719,-2.41806,0.775226,-0.023729,0.313137,1.32955,0.879042,0.238682,-0.381637,-0.157066
-0.146313,0.267714,3.40317,4.81979,-5.11147,4.88052,-0.0300221,0.226232,0.292117,0.308821,-0.184901,0.909714,0.207031
2.44384,2.28899,-3.52273,5.91554,-5.24453,-3.67709,-0.075226,-0.241362,0.362781,0.951668,0.158079,0.190807,-0.181474
-1.28133,2.95711,-1.96482,-3.20813,1.68315,-3.58699,0.0791238,0.298665,-0.245638,0.0560108,0.945452,-0.276209,0.163378
-1.84197,-1.90818,-5.89937,-4.35992,3.9634,-1.88759,0.172088,0.265092,1.2525,0.588228,0.544258,-0.135154,0.58267
1.33338,-0.525502,1.45209,-5.1402,5.85469,-4.90559,-0.0862212,0.834896,0.130919,0.614311,0.552326,0.212123,0.522075
-2.77937,5.86509,2.44001,-2.84749,-1.09027,-0.373344,-0.226607,-0.329718,-0.242134,-0.407254,-0.0910491,0.791748,0.446082
2.55681,-0.859979,-1.08546,2.67358,-2.20662,-4.36109,-0.0919899,-0.0649501,1.14987,-0.0260064,0.875808,-0.0793132,-0.475388
-1.209,-0.381673,-6.03926,-1.96807,4.81822,-4.70477,0.633455,-1.14698,0.448798,-0.246585,0.107113,0.798312,0.538907
0.457926,4.85724,3.58977,-3.35738,1.03661,2.83089,-0.177324,0.172912,0.362137,0.749719,-0.581382,0.168063,0.267715
2.76557,-1.17732,-4.96711,0.321262,4.9105,-3.67886,-0.672654,0.0536753,0.610866,-0.223641,0.817084,0.403935,-0.345246
2.20294,1.95392,-4.69499,4.94823,-5.09318,1.99864,0.365831,-0.867529,-0.18053,-0.25181,0.251524,0.685912,0.634706
-0.889935,-3.96881,-5.65338,-0.43856,3.02844,-6.05131,-0.619989,0.858027,-0.29378,0.0396984,0.681829,0.440798,0.582435
0.719156,-0.655056,-4.48698,-3.86931,-1.23087,-1.04346,0.516288,0.735171,0.0999614,0.429608,-0.355041,0.171102,0.81247
-2.93106,-3.87085,0.0704534,6.03845,-2.63906,4.8468,0.961887,0.131921,-0.459175,0.829797,-0.0246725,0.29996,0.469949
-0.48235,1.53614,-0.569496,3.05875,4.23101,-5.32872,0.502324,-0.127352,-0.905868,-0.161764,0.362198,0.917763,0.018886
-0.392642,4.53033,-4.46384,1.71451,-4.29488,1.01473,0.344118,-0.00517347,0.666116,-0.136468,0.185436,0.101075,0.967871
1.57001,-3.98463,1.15884,-2.07567,-1.31568,1.10652,-0.204424,-1.0896,-0.011023,0.846645,0.508319,0.156951,-0.0130482
-2.08698,-3.16353,0.970034,-1.23775,2.60888,-2.72625,0.575897,0.865361,0.729487,0.371047,-0.538326,0.755148,0.0477638
1.79239,-4.50984,5.05042,-6.03808,3.51497,4.913,-0.119404,0.231389,-0.768267,0.757909,-0.233613,-0.590098,0.150942
-1.86546,4.87555,0.3431,6.00641,-0.24129,1.90965,0.133491,-0.549501,1.23074,-0.358531,-0.505084,0.290148,0.729493
-0.996634,-0.884375,-4.82327,-5.66102,4.38483,-0.414022,0.503598,-0.526931,0.402623,-0.107688,0.963976,-0.085117,0.227834
2.05824,0.119751,3.58166,3.17773,0.441864,2.99865,-0.292846,-0.0443378,0.283852,0.308825,0.533493,0.469616,0.632039
2.10084,2.7435,6.23399,-0.820457,-2.72014,5.62481,0.538219,-1.0526,-0.222751,0.822786,-0.135084,-0.374292,0.405811
0.489021,6.15926,5.25929,5.85133,3.14798,-2.79383,0.822594,0.502978,0.777937,0.659031,-0.24997,-0.533683,-0.467307
-1.03964,-2.3953,3.75419,4.34077,-4.44033,-4.35829,0.0370842,0.218856,-0.000255548,0.35376,0.800129,0.392882,-0.283356
1.72029,-4.2596,-4.23696,-5.43804,5.71795,2.67947,-0.194215,-0.540664,0.00203576,0.487341,0.0128835,0.845979,-0.215994
-2.13546,-4.01317,-6.22333,-1.68604,-2.10511,2.37064,0.599939,0.732547,-0.73852,0.750515,-0.441616,0.279283,0.404604
0.216632,5.15271,-2.06828,4.07217,-3.21383,-3.5435,-0.399121,-0.0285512,0.618888,-0.332796,-0.60132,-0.522224,0.504918
3.13373,-5.3402,-1.93175,-2.96848,4.91378,-0.277337,-0.666606,-0.192232,0.327575,0.718057,0.584058,0.348453,0.147818
0.327895,-1.79621,-5.72341,-4.4272,2.71799,1.47578,-0.00290146,0.0707356,1.1924,-0.434477,-0.43805,-0.0862184,0.782246
0.469599,-6.0845,0.260103,1.27676,2.13466,0.768253,0.822146,0.542645,-0.270866,-0.260342,0.123882,0.587066,0.756458
-0.294937,1.24908,-3.2701,-1.56521,-2.0169,0.343422,0.0248893,0.121892,0.267453,-0.515645,0.654315,0.549095,-0.0669079
2.69441,4.76182,5.07711,5.87486,1.99865,4.16013,0.485068,-0.372143,1.14312,-0.200697,-0.679981,0.186527,0.680113
-2.13951,-2.53141,0.55588,0.08159,1.73517,-3.92316,0.480758,0.464219,1.20425,0.604477,0.776104,-0.150813,0.0975963
-1.49071,-2.00266,4.36132,4.00293,-6.22748,5.4296,0.236428,0.685623,0.214009,-0.647081,-0.281257,0.656647,0.266449
-3.00008,4.3825,0.00493949,0.382438,2.49158,-1.19776,0.266151,-0.0442714,1.36553,-0.21551,0.869284,-0.444116,-0.0257203
1.82099,-2.94325,4.40604,-1.46467,-3.86434,3.58025,0.0302901,-0.468861,-0.386497,0.705344,-0.0557685,-0.350492,0.613625
-2.66845,-1.20157,4.88543,-0.213657,-1.24807,2.44948,0.207591,-0.130898,1.12484,-0.461262,0.366339,-0.0700678,0.805062
0.215622,-5.68704,5.93094,5.58364,-2.34143,-3.89266,0.995338,0.313172,-0.445749,0.268266,0.519786,0.809887,0.0440463
1.6881,-1.07141,-6.19817,-5.8612,-3.23572,5.96532,-0.137545,0.670614,1.09987,0.387797,0.612169,-0.475521,-0.498741
2.36176,-4.22067,-0.0539075,-5.80407,5.46629,-4.81048,0.203308,-0.558185,-0.730239,0.206898,0.823962,0.173517,0.498169
-1.25644,-1.77745,-0.327421,-0.831168,0.765454,-1.01501,0.0998276,0.52799,1.40613,0.585659,-0.477194,0.118644,0.64437
-1.43434,-1.21794,-5.68013,1.01621,-5.2546,-4.66668,0.330559,-0.685086,0.936032,-0.168682,-0.55158,-0.432584,0.692948
0.887949,-5.97821,-1.42957,-2.15337,3.20234,-0.954981,0.473702,0.67401,0.632017,0.0458624,-0.708536,-0.446772,0.544305
2.37955,2.12713,-3.56077,0.850913,-5.36462,-2.11413,-0.0952017,-0.24766,0.177482,0.385837,0.754852,0.231348,0.477291
2.76056,6.1436,5.29446,-1.51482,-4.20989,-2.33511,-0.804201,0.195032,0.93655,0.344471,0.768654,-0.304058,-0.445039
2.40944,6.07563,5.51696,-3.51724,5.70408,-3.60398,-0.78995,0.3447,0.868186,-0.215114,0.848932,0.209055,0.435128
-2.33412,-4.94769,-0.0255916,-2.00335,6.15339,-0.852745,-0.0362722,-0.456988,-1.06914,-0.643429,0.211268,0.692166,0.249542
2.90575,-1.54096,-2.25578,4.36927,-3.25439,2.87957,0.461675,-0.170948,0.33705,0.605776,-0.320227,0.246577,0.685339
1.88064,4.95987,-3.62185,-5.16959,-4.38722,0.271285,-0.167128,0.072983,0.240733,-0.26081,0.361105,0.891151,-0.0862029
-1.87301,-2.25934,-5.91007,0.541599,-0.606538,6.15933,0.395998,0.363327,1.10554,-0.471429,-0.000314122,0.872192,0.13052
-0.405411,-1.59883,1.35172,1.36373,-6.22847,-1.0502,0.511663,0.0965541,0.874656,-0.124667,-0.678149,0.70218,0.177526
0.205653,-0.390468,0.0397729,3.44318,-5.32443,4.62836,0.931828,0.440684,0.725285,0.669541,-0.177833,0.713358,0.105881
0.491105,-3.63211,-3.17651,2.93338,-0.0398572,0.22915,-0.245341,0.198347,0.270878,0.716315,-0.0152607,0.32387,0.617874
-2.06688,5.39256,-4.15586,3.5589,-3.14134,-5.20095,-0.278818,-0.636171,0.107112,0.684782,0.17592,0.51862,0.480791
-3.0489,1.92422,-1.5511,3.97931,-0.108891,5.2067,-0.408075,-0.329193,-0.572112,-0.0624321,0.667268,0.741629,0.0290065
-0.499131,2.55276,6.21649,-1.99709,-6.13797,2.32172,-0.742957,0.734738,-0.621717,0.605069,-0.31608,-0.106403,0.722955
-2.34144,-4.74239,2.04607,-2.90342,2.23866,3.53969,0.422969,0.289254,-0.336269,0.366015,0.343709,0.634076,0.588086
-0.782254,-6.26553,-5.84062,-5.80346,-1.9134,4.59244,0.778347,-0.583153,-0.0660135,0.360791,0.866099,0.0538665,0.341761
-0.0276353,-2.1957,-0.652484,-2.50486,3.80078,0.582519,-1.04165,0.110844,0.828503,-0.812047,0.293416,-0.0576932,0.501157
2.69227,-0.157354,1.64627,-3.0122,-4.56872,-3.15662,-0.768335,0.195689,-0.183396,0.849296,0.522481,-0.0477246,0.0585855
0.281371,5.12398,-5.67675,-1.82848,-1.78284,0.615698,0.8199,0.392729,1.05064,-0.337837,0.221359,0.768881,-0.49567
2.8948,-2.97467,2.67829,3.70186,4.45651,2.36962,-0.115398,-0.1201,0.535714,-0.0668507,0.607748,-0.460414,0.643578
-0.465483,6.08264,2.99888,-1.04458,4.53043,-2.337,0.0376201,0.152386,0.244912,0.579628,0.804717,0.0758271,-0.103502
-1.28472,0.0848828,2.70405,2.44804,1.14475,4.35906,0.278471,-0.158883,-0.0368216,0.684714,-0.65211,-0.318133,0.0686386
-0.753171,-5.93596,-6.01686,-3.87094,-1.77493,3.90991,0.936767,-0.671923,-0.224642,-0.569625,-0.481764,-0.0597648,0.663218
2.86377,-5.36086,1.12648,-2.8033,3.77408,-2.39986,-0.155664,-0.0389459,-0.949627,-0.519306,-0.166958,0.738944,-0.395484
-1.98672,-0.870119,-0.544373,-3.36931,5.08758,2.92933,0.0542457,-0.413925,1.31325,0.931738,-0.309672,-0.188977,0.0159478
-1.3548,-2.33311,3.25529,5.48617,-5.68039,-5.26065,0.258038,0.0845318,0.0411884,-0.274236,-0.624024,0.0226217,0.731353
-1.74381,-0.042852,-1.50762,-1.1151,-5.6265,-1.4582,0.156535,-0.652113,0.917511,0.357962,-0.715361,-0.0217824,0.599706
-2.20982,0.231402,3.61997,4.85207,4.99826,4.00658,0.0661667,-0.258051,0.576487,0.889489,0.160002,0.183834,-0.386541
-2.05409,4.85793,3.81495,-3.87918,-1.27484,-4.55961,0.2857,0.0964857,0.275689,-0.0965227,-0.118328,0.439892,0.884973
-1.90826,-2.31639,0.596424,-3.90069,5.89429,5.40221,0.467785,0.481439,1.12873,0.627462,0.472131,-0.485312,-0.384521
-2.76204,-3.54627,2.64652,3.62443,-0.619815,4.86863,0.280286,-0.177828,0.524089,0.652485,0.438039,0.43918,-0.435324
-2.23002,1.01673,-5.60483,1.99276,-3.09281,4.92302,-0.149528,-0.287239,-0.808019,0.62039,-0.320077,0.708879,0.10078
2.10718,3.3681,-3.52348,-4.59882,3.74859,-5.06243,0.0117566,-0.17323,0.468162,0.557983,0.688192,-0.43028,-0.172934
1.64235,1.36118,0.157884,-5.68769,4.56244,5.76893,-0.164496,0.102613,-0.828747,0.93271,-0.230514,0.00823958,0.277215
1.92972,-2.5174,-5.80279,1.60225,-1.13353,5.87714,0.0715242,-0.826934,0.89617,-0.520706,0.195158,0.198873,0.806987
2.91974,3.74641,-2.92892,-5.10157,4.84747,4.14728,0.128056,-0.2235,0.267018,0.905924,-0.360547,0.197657,-0.10119
-2.35466,1.80723,1.95458,1.69878,2.59414,2.48518,0.391396,0.286887,-0.119837,0.669761,0.492105,0.288961,0.475136
0.623598,-6.16492,2.22783,4.68187,5.61855,-1.15103,-0.0949653,0.259226,-0.339192,-0.258063,0.801518,-0.362136,0.399788
1.88918,3.12013,-5.55436,3.76394,-2.34186,4.85637,0.282166,-1.15294,0.591518,0.805982,-0.445654,-0.325337,0.21434
-1.13985,4.20968,-2.39847,3.36945,5.16095,2.1358,0.0488661,0.431611,0.0146767,0.155581,-0.271584,0.585318,0.747956
-1.46808,-3.00197,-3.35886,3.82866,2.40586,5.91427,0.0839574,0.0412718,0.453351,0.82822,0.0782845,0.448352,0.326961
2.21993,4.89616,-0.550144,-4.68743,4.68378,5.71262,-0.0378863,-0.23265,1.16476,-0.575747,-0.0343237,0.474615,0.664889
-2.06894,1.37932,2.53063,-0.972795,-0.126497,-2.4831,0.39995,0.128872,0.096738,-0.54669,-0.462532,0.170356,0.676884
1.3233,4.82966,5.70681,5.84208,5.02236,2.64351,-0.208249,0.031832,1.32648,-0.0271088,-0.450942,0.874244,-0.177802
-2.35118,-1.54376,-1.23777,0.981481,3.3073,-3.11671,0.321557,0.240659,1.00306,0.155621,0.62886,-0.365088,0.668602
2.99721,4.71213,-5.72946,5.96818,0.237668,2.69336,-0.460161,-0.223539,1.27798,0.654329,0.431557,0.438746,-0.439448
-0.192102,-3.60575,0.593599,3.99709,5.40578,4.80883,-1.19335,0.485409,-0.0113841,0.141056,0.894717,-0.360984,0.221979
-0.664779,-3.25369,3.36789,6.24857,0.0646815,-6.21466,0.145298,0.25516,-0.0730377,0.202123,0.675705,-0.64182,-0.301058
-1.8391,-5.0727,-5.64533,-5.37793,1.34213,-0.276806,0.217519,0.0345798,-0.87434,0.507943,-0.240313,-0.0600968,0.825004
2.58254,-2.88429,3.41674,2.1713,-1.70225,-0.0570179,-0.045038,-0.159227,0.204006,0.764044,0.355527,0.225043,0.489073
2.31863,3.12576,0.372427,-4.82907,-3.98268,-1.86128,0.616921,-0.806938,0.42643,0.526332,0.764843,-0.371181,0.0146509
-1.06093,-4.81787,-1.71449,1.43719,-5.72967,5.66478,0.497263,-0.329306,-0.389246,-0.191833,-0.46838,0.536754,0.675067
0.612698,1.55746,1.5084,-3.99692,4.24883,-3.70526,-0.501995,-0.203703,-0.630374,0.0531026,0.372002,0.920136,0.110199
-1.2635,0.353673,4.83855,-4.18877,4.61214,5.2791,0.359122,-0.594452,0.508889,0.314151,0.906012,-0.192237,0.208557
2.52323,3.76835,5.73779,-1.20948,-1.31196,4.984,0.799204,-0.818918,0.739658,0.95783,-0.138986,0.250694,-0.019939
-1.43381,1.31965,2.60481,-0.866525,-5.5475,-2.4414,0.21157,0.373247,0.10324,0.0212122,0.686667,-0.570031,-0.45067
2.33062,-1.46631,-3.92359,6.0849,-2.04111,-4.47342,-0.270929,0.109,0.319226,0.153684,0.872818,0.0240762,-0.462591
-1.63564,4.36119,0.322279,5.19395,1.278,5.12889,0.225189,0.261201,1.4839,0.643329,-0.543593,0.166138,0.512867
2.61829,-2.53443,1.13679,-2.45517,-3.6696,4.07396,0.420133,-0.327225,1.14574,0.180256,-0.55052,0.252547,0.77502
2.35109,5.79803,1.13908,-2.13726,-0.354289,-5.13213,-0.983382,0.590542,0.0680123,-0.489922,0.295258,-0.175668,0.801212
2.91811,2.87462,-4.9678,4.805,4.61423,5.81226,0.764193,-0.34056,0.671664,0.772432,0.332685,0.400207,0.36401
-1.5281,-1.57897,5.28248,1.81133,-0.277265,5.94599,0.267707,0.44015,0.989557,-0.594475,-0.226906,0.765881,0.0924089
-0.136471,-0.257288,-5.22904,-0.683206,0.775623,2.5073,1.08467,0.110829,-0.200476,0.50515,-0.452904,-0.130034,0.723045
-3.05375,4.46729,-3.15254,1.16829,2.14486,3.89236,0.1638,-0.0968609,0.257066,0.0860964,-0.485437,0.489643,0.719158
2.78618,4.80467,1.82182,-2.51715,5.25002,2.86581,-0.784634,0.0418122,0.583927,-0.355747,0.140476,-0.622846,0.682476
