elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0.710983,-2.65851,4.86985,0.629239,-0.596341,-0.39425,-0.826082,-0.354353,0.140919,0.739032,-0.192587,0.245885,0.596894
-0.0857831,-0.534403,-0.995286,0.714321,-2.08898,4.52476,0.576477,0.0672781,0.907956,-0.18734,0.385616,0.1401,0.892511
-0.693518,5.72742,-2.88508,-0.549394,-0.353938,3.18027,0.112851,0.274818,0.444994,-0.59925,-0.520518,0.606419,0.0470753
0.230713,0.661077,1.48166,-1.95748,-3.63704,-0.253336,0.184799,0.116972,-0.804072,-0.667738,-0.101686,0.396604,0.621684
1.5842,4.58014,1.54923,-0.0210164,3.33805,-4.57004,-0.0663007,0.481609,0.753638,0.0464426,-0.693446,-0.175802,0.697187
-1.87871,4.58132,-6.19612,0.311343,0.344549,4.24972,0.264202,-0.105829,1.36545,-0.38636,0.716668,0.45368,-0.362337
0.248611,-4.9692,-1.76537,-2.42151,-5.29538,6.11135,0.530609,0.380575,-0.0212118,0.645453,0.440684,0.362704,0.507577
-1.05603,2.97247,3.02219,-1.49182,-0.836347,4.81165,0.258556,0.055268,0.180519,0.27204,-0.251021,-0.475399,0.798109
2.66284,2.19477,-4.23897,-3.87234,-3.10971,2.52275,0.563667,-0.357518,0.0815953,0.521821,-0.483132,0.166028,0.68317
-3.10661,4.3454,5.72745,1.62324,-3.17587,-5.03024,0.582966,-0.0373033,1.02342,0.635101,-0.33128,0.35748,0.599257
-0.2121,-5.53552,3.87501,1.97606,-2.88168,4.54206,0.337907,-0.00983975,0.228722,-0.229439,0.698023,0.483522,0.475739
-1.14077,2.95106,3.52466,-3.4531,-5.89435,-2.30003,0.215168,0.207298,0.0690605,0.00795348,0.690969,-0.532377,-0.488951
0.104354,6.06907,4.89335,-3.72195,-0.485368,0.0910803,0.41913,0.322652,0.857581,-0.531804,0.638678,-0.532076,-0.161772
-2.53016,-5.81327,-4.30451,5.29531,-2.8659,4.69825,0.0487193,-0.041565,-0.443502,0.751342,0.266025,0.143594,0.586598
-2.81832,3.29548,-0.48205,-6.20174,5.30127,2.60097,1.10165,0.117144,0.230293,-0.611769,0.47674,0.011123,0.631137
-1.66145,2.58523,3.69156,-1.73402,-0.122849,-4.1106,0.273081,-0.197315,-0.133058,-0.388305,-0.537428,0.368184,0.651791
0.542647,3.06693,3.86416,-3.60576,-3.53434,5.33898,-0.186094,-0.0345957,-0.0839592,0.337217,0.649035,0.54899,-0.404535
-2.44021,5.96149,2.58852,-2.35129,-0.379777,1.42308,0.043286,-0.33309,-0.187251,-0.244211,-0.651708,-0.0947506,0.711801
0.75902,-2.9841,-3.7451,-5.28227,2.94369,6.23863,-0.137807,-0.048194,0.409411,-0.659992,-0.11233,0.511345,0.538812
-1.70254,-1.14709,-4.16618,3.14497,0.323583,3.18396,0.19637,-0.68501,0.365847,-0.206365,-0.767366,0.189502,0.576759
0.0516893,-1.96056,1.64012,-0.700591,-5.574,2.65994,0.437321,0.285575,0.929575,-0.567629,0.674854,-0.226778,-0.41345
0.41523,-5.06119,-3.29142,-2.07857,3.82714,-2.763,-0.14889,0.0260859,0.233306,0.439131,0.758036,0.104346,-0.470806
-1.79125,-2.29342,-2.10146,-0.673698,-3.23123,-3.22802,0.208061,0.662885,0.045717,0.676227,0.0277236,0.716768,0.167904
2.5027,4.25489,3.80627,3.64714,-2.34923,-5.13195,0.227352,-0.283878,0.0299077,0.144013,-0.458161,0.0366881,0.876358
-1.72643,-0.922817,5.33477,-0.414802,4.65934,-3.17303,0.108979,-0.389068,1.20589,-0.346072,0.0574181,-0.067376,0.934022
